en,ha
"Production will be thwarted in the absence of knowledge. A country can make progress only if it has access to knowledge. If knowledge is available, but production is not based on this knowledge, the country will make no progress.","Matukar aka sami ilimi, amma sai ya zamana ba a samu sauyi irin na abubuwan da ake samarwa da kuma samun kamala sakamakon wannan ilimin da kuma tushe na ilimi ba, to duk da haka kasa za ta samu makin yabo."
We should reform ourselves.,Mu gina kan mu.
Allah the Exalted says that He kept His promise and gave the Muslims a victory but that it was the Muslims themselves who ruined everything.,"Allah Madaukakin Sarki ya bayyana cewar lalle mun samar muku da nasara, alkawarin Allah dai ta cika, to amma ku da kan ku ne kuka bata lamurran."
- Resistance against the influence and domination of the United States and Europe that have wreaked the greatest damage and humiliation on the peoples of these countries over the past two hundred years.,- Tsayin daka wajen tinkarar kutsawa da mulkin mallakan Amurka da kasashen Turai wadanda tsawon karnoni biyu suka cutar da al'ummomin wadannan kasashe da kuma wulakanta su.
"The evil Zionist front, which has influence over all western powers, did not want this to happen.","Shin wadannan lalatattun yahudawan sahyoniyan, wadanda suke da karfi da bakin magana cikin dukkanin masu karfi na kasashen yammaci, suna son ganin wannan abin da ya farun ne?"
"The Leader of the Islamic Revolution referred to the negations conducted in Tehran and reiterated: ""The ground is prepared for the strengthening of the relations between the two countries, and these relations should be further expanded, especially in trade, development and construction sectors.""","Har ila yau kuma yayin da yake ishara da tattaunawar da ta gudana tsakanin jami'an kasashen biyu da kuma yarjejeniyoyin da aka kulla a yayin wannan ziyarar, Jagoran juyin juya halin Musulunci ya ce: Akwai fagage masu yawa da za a iya amfani da su wajen karfafa alakar da ke tsakanin kasashen biyu a bangarori daban-daban. A saboda haka wajibi ne a kara karfafa wannan alakar musamman ma wadanda suka shafi bangaren kasuwanci da sake gina kasa."
It is the people who should elect those who are supposed to implement the laws.,Mutane su ne za su zabi masu kafa doka.
"[The Holy Quran, 6: 131] Allah the Exalted will not admonish or punish us for doing the wrong thing if we do not have any means of guidance.","Allah Madaukakin Sarki ba zai kama mu da kuma azabtar da mu saboda aikata abin da bai dace ba, idan har ba mu da wata hanya ta shiriya ba; a'a, Allah Madaukakin Sarki ya sama wa bayinsa dukkanin hanyoyi na shiriya."
This is always the case.,A koda yaushe haka lamarin ya ke.
Waiting means expecting an event that will definitely happen.,Jiran dako yana nufin sanya ido da ci gaba da bin diddigin wata hakika da wani lamari wanda babu kokwanto cikinsa.
"In the Name of Allah, the Beneficent, the Merciful",Da Sunan Allah Mai Rahama Mai Jin Kai
"The Islamic Revolution was a movement that was carried out with specific goals in mind. The goals that had been specified were general in certain cases and they were gradually broken down and made more specific later on, but the Revolution had clear goals.","Juyin juya halin Musulunci wani yunkuri ne da ke da wasu manufofi bayyanannu, duk kuwa da cewa a wasu wajajen a dunkule suke; a hankali a hankali ne aka rarraba su, suka kara fitowa fili sannan kuma alamunsu suka bayyana; to amma dai manufofi ne wadanda suke a fili."
You should seek dignity from God.,A saboda haka ku nemi daukaka daga wajen Allah.
But there are some others who announce this because of their stupidity.,Amma wasu kuma sakamakon irin wauta ta zati da suke da ita a fili suke fadin hakan.
"This is while the Islamic Republic has neither started a war against a country during the past 30 years, nor has it trained terrorists.","Alhali kuwa cikin wadannan shekaru talatin Jamhuriyar Musulunci ba ta taba kai hari ga wata kasa ba, haka nan kuma ba ta tarbiyyantar da 'yan ta'adda ba."
"27 October, 2011","27, Oktoba, 2011"
Every vote for any candidate is a vote for the Islamic system. The people proved this.,"Kada kuri'a ga duk wani dan takara, fitowa don kada kuri'a, kada kuri'a ne ga wannan tsari na Musulunci; wannan shi ne abin da mutane suka nuna."
"Undoubtedly, divine blessings and the prayers and the support of the Iranian nation have brought about this achievement, and God willing, it will be the same in the future.","Ko shakka babu taimakon Ubangiji da addu'oi da kuma goyon bayan al'umma su ne suka haifar da wannan nasara da aka samu sannan kuma a nan gaba, cikin yardar Allah, haka lamarin zai kasance."
This shows the greatness of the Iranian nation.,Hakan lamari ne da ke nuni da girman al'ummar Iran.
This issue clarifies the responsibility of students and student organizations.,Hakan lamari ne da ke bayyanar da nauyin da ke wuyan daliban jami'a ko kuma kungiyar daliban jami'a a fili.
"The Supreme Leader of the Islamic Revolution reiterated that the emergence of such problems is due to hastiness in carrying out tasks: “When we are in a rush to finish tasks soon and to get some results, we ignore the details.","Jagoran ya bayyana bayyanar wannan matsalar da cewa lamari ne da ya samo asali daga gaggawa cikin aiki inda ya ce: A lokacin da muke cikin gaggawar cewa wajibi ne a gama wannan aiki cikin gaggawa, sannan mu ka gafala daga 'yan wasu abubuwa, wanda a wasu lokuta gafala daga wani karamin aiki yana iya haifar da gagarumin gibi cikin wannan aikin."
The Subsidy Redistribution Law is one of the ways in which we can truly reform the norms of consumption.,Wannan daya ne daga cikin hanyoyin da za mu iya gyara irin yadda mu ke amfani da albarkatun kasa yadda ya dace na hakika; wanda ya zuwa yanzu dai an ga tasirin hakan.
"It is necessary to constantly keep this holy Quranic ayah in mind: ""(As for) that future abode, We assign it to those who have no desire to exalt themselves in the earth nor to make mischief and the good end is for those who guard (against evil).""","Wajibi ne a koda yaushe su dinga tuna wannan ayar mai girma: ""Wancan gidan Lahira Muna sanya shi ga wadanda suke ba su nufin daukaka a cikin rayuwar duniya, kuma ba su son barna."
"His Eminence said: “On the basis of the second viewpoint, the Americans are willing to resolve the issue of DAESH, but the situation has developed in a way that they are not able to do so.","Jagoran ya ci gaba da cewa: A mahanga ta biyu kuwa, ana cewa ne Amurkawa suna son magance matsalar Da'esh, to sai dai ba su da karfin hakan."
Such objections are not a good reason to stop voting. This is an essential point.,Lalle bai kamata wannan korafin ya hana mu shiga zabe ba; wannan shi ne lamari na asasi kuma na asali.
"And the Iranian nation will continue treading its path in a firm manner.""",Don haka al'ummar Iran za su ci gaba da bin wannan tafarki da dukkan karfinsu.
In the Islamic Republic nobody stands on ceremony with laborers and makes ceremonial gestures.,A Jamhuriyar Musulunci dai babu wani batun fulako wa ma'aikaci.
What happened was the exact opposite of what the enemies of the Iranian nation wanted.,Wato sabanin abin da makiyan al'ummar Iran suke fatan gani ya faru.
"Although he did not have such an intention, Kermanshah convinced him to stay and he started the Al-e Agha family in Kermanshah.","Duk kuwa da cewa ba shi da nufin zama, amma kuma ya ci gaba da zaman, sun rike shi, daga nan ya zamanto daga cikin Iyalan Al Agha."
The Americans sent special agents to prevent Iran from selling oil and transferring the money to the country. America chose certain outstanding and experienced agents to travel to different countries and even speak to heads of certain companies in order to encourage them to stop oil-related transactions with the Islamic Republic.,"Gwamnatin Amurka ta nada wasu mutane na musamman da za su yi magana da kasahen duniya, su tafi wadannan kasashe, su tattaunawa da shugabannin kamfanoni wajen ganin ba su kulla wata alaka ta tattalin arziki da cinikin mai da Jamhuriyar Musulunci ta Iran ba."
They should compare these with what is happening in Iran.,Ku kwatanta abin da ke faruwa a can da abubuwan da ke faruwa a Iran.
"Third, they can have control over Egypt and Tunisia: two revolutionary countries.",Na uku sanya ido kan kasashen Masar da Tunusiya; kasashe biyu da aka gudanar da juyin juya hali.
What do these things mean?,To mene ne ma'anar hakan?
"In the Name of Allah, the Beneficent, the Merciful",Da Sunan Allah Mai Rahama Mai Jin Kai
Universities affiliated to the Armed Forces are among the most promising social and scientific centers of this country.,Jami'oin dakaru masu makami suna daga cikin cibiyoyi da hukumomi na zamantakewa da ilmin mu da suke sanya fata cikin zuciya.
"Islamic Awakening, which speakers in the arrogant and reactionary camp do not even dare to mention in words, is a truth whose signs can be witnessed in almost all parts of the world of Islam.","Farkawa ta Musulunci wacce masu magana da yawun girman kan duniya da hukumomin da suka ci baya ba sa ko so a ambaci wannan kalma sannan kuma suna cikin tsoro a duk lokacin da suka ji an ambace ta, wata hakika ce wacce a halin yanzu a kusan dukkanin kasashen musulmi ana iya ganinta a fili."
You should give them the facilities they need.,"Idan har kuna son ku taimaka musu, to ku ba su makami, ku ba su kayan aiki, ku ba su makamai masu kakkabo jiragen sama."
The effect of the movement that is carried out in different countries in order to root out illiteracy is to enable people to make use of the collection of other people's thoughts and artistic talents. This is not possible without reading books.,"Tasiri da sakamakon yunkurin yaki da jahilci da ake yi a wannan kasar shi ne wannan, wato cewa za mu sami damar amfanuwa da abubuwan da wasu suka gabatar na tunani da zauki da kuma kwarewar da suke da ita; wanda ba za a iya samun hakan ba kuwa in ba tare da karatu ba."
I don't address your politicians and statesmen either in this writing because I believe that they have consciously separated the route of politics from the path of righteousness and truth.,"Haka nan kuma ba wai ina magana ne da ‘yan siyasa da jami'an gwamnatocinku ba ne, don kuwa na yi amanna da cewa da gangan sannan kuma da saninsu suka kawar da siyasarsu daga tafarkin gaskiya da hakika."
"Of course in order to ratify this document, there is a clear legal procedure that, by Allah's favor, has to be taken.","Tabbas kafin amincewa da wannan matanin, akwai wata hanyar da doka ta tanadar da za a bi, wanda wajibi ne a bi wannan hanyar, kuma za a yi hakan insha Allahu."
It is necessary to cleanse Islamic environments of this poison.,To wajibi ne a yi watsi da wannan gubar daga cikin al'ummar musulmi.
"Today if our prominent government officials go to Egypt and no restrictions are imposed, the same things would happen there too. The same is true of Sudan and all other Muslim countries.","A yau idan har manyan jami'an kasar mu suka tafi Masar, matukar dai mahukuntan kasar suka bari to irin wannan yanayi ne zai faru, idan suka tafi Sudan ma idan dai har an bari abin da zai faru kenan."
"Afterwards, when the events of the year 1356 took place, Qom revealed its true capacities.","Bayan faruwar lamarin shekarar 1356 (1977), garin Kum ya nuna kansa a fili."
They should know that the plots of the enemies are diverse and complex.,"Wajibi ne kowa ya yi taka tsantsan; mu din nan mu yi taka tsantsan, haka nan al'ummomi; su san cewa dasisa da makirce-makircen makiya suna da yawa da kuma rudun gaske."
Over one thousand martyrs!,Shahidai dubu da wani abu a wata guda!
"If this tactic does not produce the desired result, experience tells us that they will go for anarchy, terrorism, civil war among followers of religions or ethnic communities and tribes, political parties, or even among neighboring nations and governments.","Idan har wannan tsari na su bai yi nasara ba, to kuwa tarihi yana gaya mana cewa za su koma ga hanyoyin da suka hada da haifar da rikici da kisan gilla da yakin basasa tsakanin mabiya addinai ko kabilu daban-daban da kungiyoyi kai hatta ma tsakanin al'ummomi da gwamnatocin da suke makwabtaka da junansu."
