en,sw
"His companion, a younger man, also pulls out a gun and keeps it trained on the injured man, as the two exit the carriage.","Mwenzake, kijana mdogo, naye anaitoa bunduki yake na kuiweka kwa majeruhi huyo, wakati wawili hao wakitoroka."
The page's Twitter account has some amusing images as well:,Akaunti ya ukurasa wa Twita ina picha nyingine:
"Leasing of medical experts is Cuban's main export: they generate 11 billion US dollars in revenue to the state per year, more than tourism does.","Kukodisha madaktari ndio biashara kubwa ya Cuba: hutengeneza dola za Marekani bilioni 11 katika pato la Taifa kwa mwaka, ni zaidi ya unavyofanya utalii."
Photo of Pastor Valdemiro Santiago from his public Facebook page,Picha ya Mchungaji Valdemiro Santiago iliyotoka kwenye ukurasa wake wa wazi wa Facebook
Met a man on the street this morning who comes from Jacmel which was hit hard by the earthquake.,Nilikutana na mtu mtaani leo asubuhi na yeye alikuwa ametokea eneo la Jacmel ambalo lilipigwa vibaya na tetemeko.
@nikzaz: what will you do about crime in south africa?,@nikzaz: mtafanya nini kuhusu uhalifu nchini Afrika ya Kusini?
"Howard M. Friedman, Professor of Law Emeritus at the University of Toledo, says in his blog ReligionClause:","Howard M. Friedman, Profesa Mwandamizi wa Sheria katika Chuo Kikuu cha Toledo, anasema katika blogu yake ijulikanayo kama ReligionClause:"
Only 15 percent of the population speaks Portuguese.,Asilimia 15% tu ya watu ndio wanaozungumza Kireno.
She explained in an interview that she follows the instructions of the consensus of all 48 local authorities.,"Katika mahojiano , mwanamke huyu alieleza kuwa anafuata maelekezo yaliyofikiwa na mamlaka zote 48 za mamlaka za vijiji."
"He claims he was speaking in a “charged environment”, implying that he wasn’t using his head.","Anasema alikuwa anazungumza katika “mazingira ya hasira”, hiyo ikimaanisha kwamba hakuwa anatumia kichwa chake."
Anny commends the African nation in his piece:,Anny analisifia taifa hili la Afrika katika makala yake:
"I will be flying from the UK to Addis on Friday on Ethiopian Airlines and, despite today’s tragedy, I am looking forward to it.","Nitasafiri kwa ndege kutoka Uingereza kwenda Addis siku ya Ijumaa kwa Shirika la Ndege la Ethiopia na, pamoja na balaa la leo, bado ninatarajia (safari)."
"They dared us to scribble on our president's photo, so I did.","Walitudhirishia kuchorachora kwenye picha ya Rais wetu, na mimi nimefanya."
"This video is not a comedy like the others we've done, but we believe in its message so much that we are motivated to share it with the world and would like to ask for your support in spreading it.","Video hii si ucheshi kama wengine walivyodhani, bali tunaamini sana katika ujumbe wake kiasi kwamba tunahamasishwa kuisambaza duniani kote na tungependa kuomba mtuunge mkono katika kuisambaza."
Makes a mockery of human life to be sentenced to less for killing than for fraud.,Inakejeli uhai wa mwanadamu kutoa hukumu ndogo kwa mauaji kuzidi ufisadi.
#ReeyotAlemu: why are 3rd world dictators afraid of journos more than death itself?,Kwa nini madikteta wa dunia ya tatu wanawaogopa sana waandishi wa habari kuliko hata kifo?
"Fortunately, however, few know about the real Puerto Rico, a Territory of the United States since 1898 when we seized it from the Spanish who in turn stole it from the Taino Which makes Puerto Ricans US citizens—well second-class citizens… despite fighting in every one of our wars they still can’t vote for President and have no representation in Congress.","Kwa bahati nzuri, hata hivyo, wachache wanafahamu Puerto Rico ya kwenye, koloni la Marekani tangu 1898 baada ya kuwanyang'anya wa-Hispania ambao nao waliliiba kutoka Taino na kuwafanya raia wa Puerto Rico kuwa raia wa Marekani —raia daraja la pili hata hivyo… pamoja na kupigana kila vita yetu bado hawawezi kuchagua Rais na hawana uwakilishi kwenye Baraza la Kongresi."
This is because I think the majority of us are concerned about what the next 50 years will look like.,Hii ni kwa sababu ninadhani wengi wetu tunawiwa kuhusu namna gani miaka mingine 50 itakavyokuwa.
"I wish his administration goes a long way to exposing corrupt African leaders, punish them by freezing their assets and issuing traveling bans on them and their families.","Ninatamani Uongozi wake uende mbele zaidi kuwaumbua viongozi mafisadi wa Kiafika, uwaadhibu kwa kushikilia mali zao na kuwazuia wao na familia zao kusafiri."
"The Arabdemocracy blog also has an excellent ""obituary"" for the young democracy that was.",Blogu ya Arabdemocracy pia anayo taarifa ya maombolezo ya iliyokuwa demokrasia changa.
You know why professionals left for Botswana - better salary!,Mnajua kwa nini wataalamu wanakimbilia Botswana – maslahi bora!
Image via Twitter account of Shujaat Bukhari,Picha kutoka ukurasa wa Tweeter wa Shujaat Bukhari
"@Gepril1: Before you take to the streets next time, everyone should agree with his friends.","@Gepril1: Wakati mwingine kabla ya kuingia mitaani, kila mmoja lazima akubaliane na marafiki zake."
"""Lightning Bolt"" - Screenshot by hybridvigour.",“Radi ya Bolt” - Picha na hybridvigour.
When he wasn't they took to the streets and to Facebook.,"Kwa kuwa hili halikutokea, watu waliamua kuingia mitaani pamoja na Facebook ili kupinga hatua hiyo."
Alex knows so much about Tajikistan’s history its culture and its institutions.,Alex anajua mengi kuhusu historia ya Tajikistan utamaduni wake na taasisi zake.
"When there is a plausible prospect that people are being targeted because of their race, it is essential that all is done to reduce the risks to them.","Ikiwa kuna mashaka kuwa watu wanalengwa kutokana na rangi yao, ni muhimu kila kitu kifanywe ili kupunguza hatari kwa watu hao."
"""I don't think any member of the security forces would say those things,"" the officer replies.","""Sifikiri kama afisa wa usalama yeyote angeweza kutamka maneno yale” afisa wa polisi alimjibu."
Francis Njuguna wrote on CatholicPhilly:,Francis Njuguna aliandika kwenye CatholicPhilly:
"On September 15, 2014, the presiding judge recused himself from the case after an incident a week earlier, in which the prosecution presented a video depicting Manal Hassan, Abd El Fattah’s wife, dancing.","Ilipofika Septemba 15, 2014, jaji aliyekuwa akisikiliza kesi hiyo alimhukumu tena baada ya tukio la juma lililotangulia kesi hiyo, ambako mwendesha mashitaka alionesha video ikimwonesha Manal Hassan, mke wa Abd El Fattah, akicheza dansi."
The situation is condemned by Pakistani Human Rights campaigners and activists and few politicians on twitter.,"Katika mtandao wa Twita, jambo hili limeonekana kulalamikiwa na watetezi wa haki za binadamu wa Pakistani, wanaharakati pamoja na wanasiasa wachache."
He announced his intention to run for the opposition bloc Chama Cha Demokrasia and Maendeleo (Chadema) shortly after.,"Muda mfupi baadae, alieleza nia yake ya kujiunga na chama cha upinzani, Chama Cha Demokrasia and Maendeleo (Chadema)."
"The Luandan government plans to move the market from the Sambizanga to Panguila, located nearly 30 kilometers to the north of Luanda.","Serikali ya Luanda inapanga kulihamisha soko hilo kutoka Sambizanga kwenda panguila, Karibu kilomata 30 kaskazini mwa Luanda."
"""I don’t know why I need to lie to my mother. I have a person whom I love, I have tender feelings towards her, what could be better than this?","""Sijui ni kwa nini ninalazimika kumdanganya mama yangu.Nina mtu ninayempenda, nina mapenzi ya dhati kabisa kwake, kua jambo gani litakalozidi hili?"
"The only communications we have with the outside world are videotapes, cassettes, books and magazines.","Mawasiliani pekee tuliyonayo na dunia ni kwa kupitia mikanda ya video, kanda, vitabu na majarida."
"According to the Ministry of Defence website, the almost 150,000 civilians who have fled the war zone in less than a month are being cared for by the army.","Kwa mujibu wa tovuti ya Wizara ya ulinzi, karibu ya raia 150,000 ambao walikimbia uwanja wa vita wanatunzwa na na jeshi."
The Zambian government's curious public relations hasn't gone unnoticed on social media.,Kazi iliyokuwa ikifanywa na Idara ya Mahusiano ya umma ya serikali ya Zambia haikupita hivi hivi.
Some commenters posting on BBC Africa's Facebook page applauded the Tanzanian president's move.,Baadhi ya watoa maoni kwenye ukurasa wa Facebook wa BBC Africa walipongeza hatua hiyo ya Rais wa Tanzania.
"Haiti Grassroots Watch examines ""complaints and rumors about the misuse, abuse, or negative effects of food aid.""","Blogu ya Haiti Grassroots Watch inasaili ""malalamiko na tetesi kuhusu matumizi mabovu au hata matokeo yasiyotarajiwa ya misaada ya chakula."""
Photo by @erwinlouis,Picha kwa hisani ya @erwinlouis
CC 2.0.,CC 2.0.
"This post was first published on the ISN blog, see similar stories here.",Tembelea blogu ya ISN ili kuona habari nyingine zinazofanana na hii.
But he probably thought he was at the Twitter HQ.,Ila inaonekana alidhani alikuwa kwenye makao makuu ya Twita.
"Minutes later Arabawy followed up with another confirming message which read: ""Explosion in el-Mashhad el-Husseini Street, Cairo.""",Dakika chache baadaye Arabawy alifuatia na ujumbe mwingine uliothibitisha: “Mlipuko katika mtaa wa el-mashhad el-Husseini mjini Kairo.”
"He also received a fine of S $1,200 (USD $886) for failing to sign a police statement.","Pia alipigwa faini ya S $1,200 (sawa na dola za kimarekani 886) kwa kushindwa kutia saini maelezo ya polisi."
Nearly five thousand protesters gathered in front of the Municipal Theater as part of continued protests against the bus fare increase from 3.00 BRL (1.40 USD) to 3.20 BRL (1.50 USD).,Takribani waandamanaji elfu tano walikusanyika mbele ya uwanja wa Halmashauri ya Jiji kama sehemu ya maandamano yanayoendelea ya kupinga ongezeko la nauli kutoka 3.00 BRL (dola za Marekani 1.40) hadi 3.20 BRL (dola za Marekani 1.50).
"In Russia Today, a Russian broadcasting channel, the subject is mentioned when discussing children born and raised in the Russian correctional system:","Katika Russia Today, idhaa ya matangazo ya Kirusi, mada hii inatajwa panapojadiliwa suala la watoto kuzaliwa na kulelewa katika mfumo wa magereza wa Kirusi:"
Her father kidnapped her mother and threatened to kill her as punishment.,Baba yake alimshikilia mama yake na Loubna kama mateka na kutishia kumuua kama sehemu ya adhabu.
Wounded people have been sent to Tarchileik Hospital and Mine Phyat Hospital.,Majeruhi wamepelekwa katika Hospitali ya Tarchileik na ile ya Mine Phyat.
Knee-deep flood in Manila.,Mafuriko kufikia urefu wa goti jijini Manila.
Photo credit: Alexey Komarov.,Picha kwa hisani ya Alexey Komarov.
I think sometimes we think that only people that know us read our blogs and those people know how to take what we write instead of tearing it apart line by line without knowing us at all.,Nadhani kuwa wakati mwingine huwa tunafikiri kuwa ni watu wanaotufahamu pekee ambao husoma blogu zetu na watu hao hufahamu jinsi ya kuchukulia yale tunayoyaandika badala ya kuyachambua mstari kwa mstari pasina kutufahamu hata chembe.
Photo Source SHAAM NEWS NETWORK | SNN Used with Permission,Picha kutoka Mtandao wa habari wa SHAAM| SNN Imetumiwa kwa ruhusa
On Hrushevskogo tires are burning again),Kwenye mtaa wa Hrushevskogo matairi yanachomwa tena)
The group does not hold anything back on its Facebook page:,Kundi hilo halifichi kitu chochote kwenye ukurasa wake wa Facebook:
It seems that this is back on track.,Inaonekana kwamba hali hii imerudi tena.
"Having said that, it is unclear how the election will play out, and Channel News Asia has reported that the ruling Barisan Nasional (BN) coalition might still win, but with a smaller margin.","Kwa kusema hayo, haijawa wazi bado jinsi uchaguzi utakavyo kuwa, na Kituo cha Habari cha Asia kimetangaza kwamba Muungano wa chama tawala Barisan Nasional (BN) bado una nafasi kubwa ya kushinda, lakini kwa tofauti ndogo ya kura."
The international recognition was huge for Papa Wemba.,Papa Wemba alipata utambulisho mkubwa wa Kimataifa.
"VERY FIRST images of #AH5017 #AirAlgerie trickling out, via @AirLiveNet http://t.co/4pKox7rgjn pic.twitter.com/rngGTv7Rbs — Jason Morrell (@CNNJason) July 25, 2014","PICHA ZA KWANZA za ndege ya AH5017 ya Shirika la Ndege la Algeria ikianguka, kupitia @AirLiveNet"
"He played an active role in popularising Congolese rumba on the international music scene, and he was also known for mentoring other African music stars, including Koffi Olomidé and King Kester Emeneya.","Alifanya kazi kubwa ya kuutangaza muziki wa ki-Kongo kwenye majukwaa ya muziki ya kimataifa, na alifahamika kwa kuwaibua na kuwakuza nyota wengine wa muziki wa ki-Mataifa, akiwamo Koffi Olomidé na mfalme Kester Emeneya."
"This is why our language of instruction policy needs to promote multilingualism, and not monolingualism.","Hii ndiyo sababu sera yetu ya lugha ya kufundishia inatakiwa kukuza matumizi ya lugha zaidi ya moja, na sio kutumia lugha moja tu."
"We don't just cover bloggers, we are bloggers and our style is bloggish: friendly, informal, different, personalized, and diverse.","Hatutundiki habari za mabloga tu, bali sisi ni mabloga na mtindo wetu ni wa kiana-blogu: ukaribu, bila ukiritimba, tofauti, kila moja na mtindo binafsi na mchanganyiko."
The awards seek to reward those individuals and organizations that are making a concerted effort to harness the power of social media to engage and build communities online. From avid face-bookers to twitter personalities and passionate bloggers.,Tuzo hizo zinalenga kuwatuza watu na mashirika yanayofanya jitihada za dhati kuupa nguvu uandishi wa kiraia ili kuhusika na kujenga jumuiya mtandaoni kuanzia kwa watumiaji wa mtandao wa Facebook mpaka watumiaji wa mtandao wa twita na wanablogu wanaojituma.
