ha,yo
Kuskuren fahimta game da zunubai masu rai guda bakwai shine cewa zunubai ne da Allah ba zai gafarta musu ba.,Èrò àìtọ́ tí ó wọ́pọ̀ nípa àwọn ẹ̀ṣẹ̀ aṣekúpani méje náà ni wípé wọ́n jẹ́ àwọn ẹ̀ṣẹ̀ tí Ọlọ́run kò ní dáríjìn.
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
"Kazo gun Yesu, ka yardar masa ya maido da farin cikin ka da tasirinka yayin da ka amince da Shi ya fara sabuwar aiki a rayuwar ka.","“On o si je idurosinsin akoko re, isura igbala, ogbon ati imo; iberu Oluwa ni yio je isura re” (Isaiah 33:6)."
"Akwai hanya guda ɗaya kaɗai- ta wurin gaskata da amince cikin Ɗan Allah, Yesu Kiristi.","Ona kan ni o wa- Nipa igbagbo ati ireti ninu omo Olorun, Jesu Kristi."
"Me yasa motsi da 'yancin yan luwadi ke matukar turawa ga auren ‘yan luwadi/auren jinsi alhali mafi yawan mutane, masu addini da wadanda ba na addini ba, suna goyon bayan' yan luwadi da ke da 'yancin doka iri ɗaya kamar na ma'aurata ta wata hanyar ƙungiyar farar hula?","Kílódé tí àjọ tí ó ńjà fún ẹtọ oní bàlópọ ọkùnrin sí ọkùnrin ṣe ńtì síwájú tìbínú tìbínú fún ìgbéyàwó ọkùnrin sí ọkùnrin/ìgbéyàwó ẹlẹyà ara kan náà nígbàtí ọ̀pọ̀lọpọ̀ àwọn ènìyàn, àwọn ẹlẹsìn àti aláìṣẹsìn, ńgbárùkù ti—tàbí ó kéré jùlọ wọn ńtakòó—àwọn tọkọtaya ọkùnrin sí ọkùnrin ńní gbogbo ẹtọ kan náà lábẹ òfin gẹ́gẹ́ bíi tọkọtaya tí ó ti ṣe ìgbéyàwó pẹlú àwọn ohun tí o farajọ ìgbéyàwó tí ó bá ojú mu?"
"Mai Zabura ya rubuta, “Albarka ta tabbata ga dukan masu zuwa gare shi neman mafaka” (Zabura 2:12).","Olórin kọ wípé, Ìbùkún ni fún gbogbo àwọn ti o gbẹ́kẹ̀ wọn lé e."" (Orin Dafidi 2:12)."
Me yakamata iyaye suyi idan gwamnati ta sanya tarbiyyar yara ta jiki ya zama doka?,Kínni kí òbí ṣe nígbà tí ìjọba bá ṣe òfin wípé ìbáwí nípa nínà kò bá òfin mu?
Babu wani abu kamar rai madawwami (Yahaya 3:16).,Kò ní sí nǹkan tí ó ńjẹ́ ìyè ayérayé (Johannu 3:16).
Babu waɗansu kalmomin”sihiri’ masu haifar da ceto.,English
Ana amfani da horo don gyara da horar da mutane su tafi ta hanyar da ta dace.,À ńlo ìbáwí láti tọ́ àti láti kọ́ àwọn ènìyàn sí ọ̀nà tí ó tọ́.
"Aya ta uku akan Turban Ceto na Romawa ta ɗauki inda Romawa 6:23 ta bari,” amma baiwar Allah ita ce rai madawwami cikin Almasihu Yesu Ubangijinmu.” Romawa 5:8 tayi shela,” Amma kuwa Allah na tabbatar mana da ƙaunar da yake mana, wato tun muna masu zunubi, Almasihu ya mutu domin mu.” Yesu Kiristi ya mutu dominmu!","“Romu 5;8 wipe,“ sugbon Oluwa fi ife re han si wa!"
Allah yayi alkawura mara sharadi tare da Ibrahim da Dauda.,Ọlọ́run dá májẹ̀mú tí kò lẹ́gbẹ́ pẹ̀lú Ábráhámù àti Dáfídì.
Mutane da yawa a cikin shekaru sun yi wannan tambayar.,Ìbéèrè yìí ni àìmọye ènìyàn láti ìgbà pípẹ́ ti béèrè.
"Gafara aikin ƙauna ce, jinƙai, da alheri.","Idariji je ifarahan ife, aanu ati ore-ofe."
"Ikklisiya ya zama ""fitila"" a cikin jama'a, tana nuna mutane zuwa ga Ubangijinmu da Mai Cetonmu Yesu Kiristi.","Ìjọ yẹ kó jẹ́ ""ilé-ìmọ́lẹ̀"" ní àwùjọ, tí ńtọ́ka àwọn ènìyàn sí Olúwa àti olùgbàlà wa, Jésù Kristi."
Azumi yana taimaka mana samun sabon hangen nesa da sabon dogaro ga Allah.,Ààwẹ̀ gbígbá ńràn wá lọ́wọ́ láti ní ìwò titun àti ìgbẹ́kẹ̀lẹ́ ọ̀tun lóri Ọlọ́run.
"Gaskiya, a cewar kamus din, ""dacewa da gaskiya ko a zahiri; magana ce da aka tabbatar da ita ko aka yarda da ita gaskiya ce.""","Àwọn ènìyàn kan yóò wípé kò sí ìṣẹ̀lẹ̀ òtítọ́, ìmọ̀lára àti èròǹgbà nìkan ni ó wà."
"Koyaya, asalin dacin da ke tsakanin Ishaƙu da Isma'ilu bai bayyana kiyayya tsakanin Yahudawa da Larabawa a yau ba.","Ẹ̀sìn Isilamu, èyí tí ọ̀pọ̀lọpọ̀ àwọn Árábù ńtẹ̀lé, ti jẹ́ kí ìkórìráa yìí kí ó pọ̀si."
"""Ra'ayin duniya"" yana nufin cikakkiyar fahimta ta duniya daga wani takamaiman ra'ayi.","""Ìwò nípa ayé"" túmọ̀ sí ìmọ̀ lẹ́kúnrẹ́rẹ́ nípa ayé láti abala kan ní pàtó."
"Yesu da kansa ya tabbatar wa waɗanda suka ba da gaskiya gare shi: “Ina ba su rai madawwami, ba kuwa za su halaka ba har abada, ba kuma mai ƙwace su daga hannuna.","Jésù tìkalárarẹ̀ múu da àwọn tí ó gbàgbọ́ nínú Rẹ̀ lójú: Èmi sí fún wọn ní ìyè aìnípẹ̀kun, wọn kì ó si ṣẹ̀gbé láíláí, kò sì sí ẹnití o lè já wọn kùrò li ọwọ́ mi."
"Bugu da ari, akwai Musulmin da ba Larabawa sosai ba a yankuna kamar Indonesia da Malaysia fiye da Musulman Larabawa.","Síwájú si, àwọn Mùsùlùmí tí kìí ṣe Árábù èyítí ó láàpẹ́rẹ wà ní àwọn agbégbè bíi Indoneṣia àti Maleṣia ju àwọn Árábù tí wọn jẹ́ Mùsùlùmí lọ."
English,English
Amsa,Idahun
Akwai mabuɗai biyu na sanin nufin Allah don wata hali (1) Ka tabbatar abin da kake tambaya ko tunanin aikatawa zai ɗaukaka Allah kuma ya taimake ka yin girma a ruhaniyance.,"Ohun kan ti Oluwa ko fe ka se ni wipe, ki a gbin moran lati da ese tabi ka rin ona miran."
"Mu san Allah hakika ne domin ya bayyana kan sa gare mu cikin hanyoyi uku: cikin halitta, cikin maganar Sa, da cikin Ɗan sa, Yesu Kiristi.","A mo wipe Oluwa n be nitori pe o ti fi ara re han si wa ni ona meta: Ni dida aye, ninu oro re, ninu omo re, Jesu Kristi."
"Ranar Asabat wacce rana ce mai tsarki (Idin ketarewa) ta faru a ranar Alhamis, matan suka sayi kayan ƙanshi (bayan hakan) a ranar Juma'a suka dawo suka shirya kayan ƙanshin kuma a wannan ranar, suka huta a ranar Asabar wanda yake ranar Asabar ce ta mako, sannan suka kawo kayan ƙanshi zuwa kabarin da safiyar Lahadi.","Ọjọ́ ìsinmi tí ó jẹ́ ọjọ́ mímọ́ ńlá (Ìrékọjá) wáyé ni Ọjọ́'bọ̀, àwọn obìnrin náà ra tùràrí (lẹ́yìn náà) ni ọjọ́ Ẹtì, wọ́n sì padà, wọ́n sì pèse àwọn tùràrí náà l'ọ́jọ́ kannáà, wọ́n sinmi ní ọjọ́ Àbámẹ́ta èyí tíí ṣe Ọjọ́ ìsinmi ọ̀sọ̀ọ̀sẹ̀, lẹ́yìn náà ni wọ́n mú àwọn tùràrí náà lọ sí ibojì ni kùtùkùtù Ọjọ́ ìsinmi."
Mun cancanci mu kasance waɗanda aka ɗora a kan gicciyen don mu mutu saboda mu ne muke rayuwa da zunubi.,Àwa ló yẹ kí á kàn mọ́ igi àgbélèbú nàá láti kú nítorí wípé àwa ni a gbé-ìgbé ayé ẹ̀ṣẹ̀.
Babu girman kai (duk ana karɓa ta alheri- Afisawa 2:8-9).,Kò sí ìgbéraga kankan (a gba gbogbo rẹ̀ nípa ore-ọ̀fẹ́—Efesu 2:8-9).
English,English
"Kullum suna bada barasa da tsada ko na kyauta, wadda kan ƙarfafa buguwa, kuma sa’anan ya rage masu ƙarfin yanke shawarwari na hikima.",Won ma n fun awon enia ni ohun ti ko won tabi oti ofe ti o n fa imuki mulati le naa owo re.
"Tunda waɗancan wurare sun fi ƙarfin mu iya lura, ba za a iya tabbatar da cewa babu Allah ba.","Níwọ̀n ìgbà tí àwọn ibi wọ̀nyìí ti ju àwọn agbára wa láti ṣe àkíyèsi lọ, kò ṣeé fìdí rẹ̀ múlẹ̀ wípé Ọlórun kò sí."
"Kasancewa - safe, tsakar rana, da dare (Kubawar Shari'a 6:6-7)","Wíwà ní àrọ́wọ́tó¬ — òwúrọ̀, ọ̀sán, àti alẹ́ (Deutarọnọmi 6:6-7)"
Wannan ana kiran sa wahayi.,Èyí ni a pè ní ìfihàn tí ó ńtẹ̀síwájú.
"An cece ni kawai ta gaskatawa da Yesu, ko sai na gaskata da Yesu kuma in yi waɗansu abubuwa?","Nje emi ti ni gbala ti n ba gbagbo ninu Jesu, tabi mo ni lati gbagbo ninu Jesu lati le se ohun kan?"
"Idan da gaske ya gaskanta da tashin matattu, ta yaya zai iya “buɗe ido” game da waɗanda ba su ba da gaskiya ba da'awar cewa Yesu bai sake tashiwa ba?","Bí ó bá gbàgbọ nínú àjíndè, báwo ni ó ṣe lè jẹ ""ọlọkàn lílà'' nípa ìdánilojí t'aílàgbágbọ kan wípé Jésù kò jí dìde mọ rárá?"
"Ta yaya mafi kyawun tarbiyya zai iya zama aiki mai wahala a koya, amma yana da mahimmanci.","Ọ̀nà tí ó dára jùlọ láti bá àwọn ọmọ wi lè jẹ́ iṣẹ́ tí ó le láti kọ́, ṣùgbọ́n ó ṣe pàtàkì púpọ̀."
"To, sai ku ɗaukaka Allah da jikinku.” (1 Korintiyawa 6: 19-20).","Tàbí, ẹ̀yin kò mọ̀ pé ara yín ni tẹ́mpìlì Ẹ̀mí Mímọ́, tí ńbẹ nínú yín, tí ẹ̀yin ti gbà lọ́wọ́ Ọlọ́run?"
"“Saboda ƙaunar da Allah yayi wa duniya har ya bada makaɗaicin Ɗansa, domin duk wanda ya gaskata da shi kada ya halaka, sai dai ya sami rai madawwami” (Yahaya 3:16).","“Nitori oluwa fe araiye to be ge, ti o si omo bibi re kansoso fun ni, ki enikeni ti o ba gba gbo ma se segbe, sugbon ki o le ni iye ainipekun” (Johannu 3;16)."
"Kiristanci na dabam a cikin dukkan sauran imani, domin Kiristanci tana mafi game da dangantaka ne, da aikatawar addini.","Kristiani yato gan si awon igbagbo miran nitoripe kristiani je gege bi isepo, o yato si esin."
"Bai kamata gwamnati ta saɓa wa Maganar Allah ba, kuma horo na zahiri shi ne, magana bisa ƙa'ida ba bisa ƙa'ida ba, don amfanin yara.","Ìjọba kò gbọdọ̀ tako ọ̀rọ̀ Ọlọ́run, torí ìbáwí nípa nínà wà fún èrè àwọn ọmọ, gẹ̀gẹ̀ bíi ìlànà Bíbélì."
Wasu zunuban sun fi wasu sharri.,Àwọn ẹ̀ṣẹ̀ míìrán burú ju àwọn yòókù lọ.
Zai iya rikicewa don ƙoƙarin fahimtar ainihin bambance-bambance tsakanin su.,Ó lè rú ènìyàn lójú láti mọ ìyàtọ̀ gbòógì tí ó wà láàrin méjèèjì.
"A cikin Zakariya 12:10, Yahweh ne wanda yake cewa, “Zasu dubi wanda suka soke shi” Amma Sabon Alkawari ta shafa wannan ga gicciyewar Yesu (Yahaya 19:37; Wahayin Yahaya 1:7).","Ninu iwe Sekariah 12:10, yahweh ni o so be, “ Nwon o ma wo eniti a gun li oko.” Sugbon iwe majemu titán li o so eyi nipa kikan mo agbelebu re (Johannu 19;37; Ifihan 1:7)."
"Da ya zama cikin yarda da umarnin da Allah ya bayar ta wurin Manzo Bulus, “In kuwa waɗansu zasu yi magana da wani harshe, kada su fi mutum biyu, matuƙa uku, suna kuwa bi da bi, wani kuma yayi fassara.","Yio si je bi ase ti Olorun fun wa lati owo Aposteli Paulu, “Bi enikni ba fi ede fo, ki o je enia meji, tabi bi o potan, ki o je meta, ati eyini li okokan; si je ki enikeni gbufo."
Yana gaya mana mu iƙirarin laifofinmu ga juna (Yakubu 5:16).,O ni ki a si so fun ara wa ti a ba se (Jakobu 5:16).
"Bitrus ya kuma bayyana yadda ambaliyar ta game duniya baki daya a cikin 2 Bitrus 3:6-7, inda ya ce, “Ta haka ne kuma, duniyar wancan zamani, ruwa ya sha kanta, ta hallaka.","Nínú àwọn ẹsẹ wọ̀nyìí, Pétérù fi ìdájọ́ ""ayé"" tí ó ńbọ̀ wé ìkún omi ìgbà ayé Nóà, ó sì sọ wípé ayé tí ó wà nígbà náà ti ṣègbé pẹ̀lú omi."
Musamman masu saurin kuskuren fassara wasu sassa ne wadanda suke magana kan alkawuran da aka yiwa Isra’ila (duka cikawa da rashin cikawa) Bai kamata a yi amfani da irin waɗannan alkawuran ga cocin ba.,Àwọn àyọka tí ó lúgbàdì ìtumọ̀ òdì jù ni àwọn tí ó sọ nípa ìlérí tí a ṣe fún Isrẹli (àwọn tí ó ti ṣẹ àti àwọn tí kò tíì ṣẹ).
"Idan kana da Yesu, kana da rai.","Bí o bá ní Jésù, o ní ìyè."
"Daidai kanda Allah ya tashe jikin Yesu, haka nan jikunanmu za a tasar a dawowar Yesu (1 Korantiyawa 6:14).","Ajinde naa je ohun pataki fun igbagbo kristiani; Nitori Kristi jinde lati inu oku, a le ni igbagbo wipe awa naa le jinde."
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
"Za ku yi dukan ayyukanku cikin kwana shida, amma rana ta bakwai keɓaɓɓiya ce ga Ubangiji Allahnka.","Ọjọ́ mẹ́fà ni ìwọ ó ṣiṣẹ́, tí ìwọ ó ṣiṣẹ́ rẹ gbogbo, ṣùgbọ́n ọjọ́ kéje ni ọjọ́ ìsinmi OLÚWA Ọlọ́run rẹ."
"Yayinda zamu iya ganin wani bangare na yanayinsa wanda aka bayyana a wasu sassa na nassi fiye da sauran bangarorin, Allah da kansa baya canzawa.","Bí o tilẹ̀ ṣe wípé àwa lè rí ihà kan lára àbùdá Rẹ̀ kí ó farahàn ní awọn ẹsẹ Ìwé Mímọ́ kan ju àwọn míìrán lọ, Ọlọ́run fúnra Rẹ̀ kìí yípadà."
"An bayyana kwanakin ƙarshe a matsayin ""lokuta masu haɗari"" saboda ƙarar muguntar mutum da mutanen da ke ""tsayayya da gaskiya"" (2 Timothawus 3:1-9; duba kuma 2 Tassalunikawa 2:3).","A júwe ìgbà ìkẹyìn gẹ́gẹ́ bíi ""ìgbà ewu"" nítorí wípé ìwà búburú ènìyàn yóò máa pọ̀ si àti àwọn tí ń ""kọ̀yìn sí òtítọ́"" gidigidi (2 Timoteu 3:1-9; tún wo 2 Tẹssalonika 2:3)."
Annabawan Tsohon Alkawari basu bayyana wannan banbanci ba a tsakanin zuwan su biyu.,Àwọn wòlíì Májẹ̀mú Láíláí kò fi ìyàtọ̀ hàn láàrin wíwá méjèèjì.
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
Ayukan Manzanni 14:3 ya bayyana sahihan bishara an “tabbatar da shi” ta mu’ujizoji da Bulus da Barnaba suka yi.,"Ìṣe àwọn Àpọsteli 14:3 ṣe àpèjúwe ìfìráńṣẹ́ ìhìnrere bíi èyí ""tí a ńjẹ̀rísí"" nípasẹ̀ àwọn iṣẹ́ ìyanu Pọ́ọ̀lù àti Bánábà."
"Karatu da nazarin littafi mai tsarki na taimaka mana ganin bayan ''koto'' mai ban sha'awa zuwa ga ""ƙugiya"" mai raɗaɗi a cikin jaraba na zunubi, domin mu koya daga kuskuren wasu maimakon yin su da kanmu.","Kíkà àti kí kẹ́kọ̀ọ́ Bíbélì ńràn wá lọ́wọ́ láti rí tayọ ""páńpẹ́"" tó ńfanimọ́ra sí ""àhámọ́"" ọ̀rọ̀ nínú ìdáńwò ẹ̀ṣẹ̀, kí á lè kẹ́kọ̀ọ́ n'íbi àṣìṣe ẹlòmíìràn jù kí á ṣe wọ́n fúnra wá."
"Koyaya, aikin rashin biyayya ya kasance mai ruhaniya.","Ṣùgbọ́n, ìwà àìgbọràn ṣe àkóbá ní ti ẹ̀mí."
"Ya mutu yana dattijo, manzo ne kawai ya mutu cikin lumana.","Òun kú gẹ́gẹ́ bíi àgbàlagbà arúgbó, àpọ́stélì kan soso tí ó kù ní àláàfíà."
"Don haka, ba ta da wani alhakin yin rashin biyayya ga dokar ƙasa ko ta Allah da sunan “yin biyayya” ga mijinta.",Òun ńtẹríba nínú àwọn ohun tí o tọ́ àtí èyí tí ó bá òfín mu àti èyí tí ó bu ọlá fún Ọlọ́run.
Amsa,Idahun
"Idan haka ne kake yanzu nan, mai yiwuwa kana ji a zuciya da yawa, kamar ji irin su rashin bege da fid da rai.",Iru emi kemi yi ma n wa si okan wa ni igbaki gba.
"Muddin ana tafiyar da kuɗi cikin hikima kuma ana iya biyan bashin bashi, Kirista na iya ɗaukar nauyin bashin kuɗi idan ya zama dole.","Níwọ̀n ìgbà tí a bá ná owó pẹ̀lú ọgbọ́n, tí gbèsè sísan náà kò sì kọjá àfaradà, onígbàgbọ́ lè gbé àjàgà gbèsè owó wọ̀ tí ó bá pọn dandan."
A'a.,19:30).
Waɗannan “alloli” ko “ruhohi” aljannu ne (2 Korantiyawa 11:14-15).,"Àwọn ""ọlọ́run kékéèké"" tàbí ""ẹ̀mí"" jẹ́ ẹ̀mí èṣù (2 Kọrinti 11:14-15)."
"Don ƙarin bincike, sake nazarin waɗannan littattafan Littafi Mai-Tsarki waɗanda aka rubuta musamman don yaƙi da koyarwar ƙarya a cikin coci: Galatiyawa, 2 Bitrus, 1 Yahaya, 2 Yahaya, da Yahuza.","Gẹ́gẹ́ bí Pọ́ọ̀lù ti kìlọ̀ nínú Galatia 1:7, ""Bí ó tilẹ̀ ṣe pé, àwọn kan wà tí wọ́n ń yọ yín lẹ́nu tí wọn sì ń fẹ́ yí ìhìnrere Krístì padà."""
Allah yana son ka zama da tabbaci.,Oluwa fe ki o mo!
"Ta hanyar kwatanta abin da muka ji da gaskiyar Nassi, zamu iya koyon gane muryar Allah.","Nípa ṣiṣe àfiwé ohun tì a gbọ̀ sì òtítọ́ tì Ìwé Mímọ́, a lè kọ́ láti dá ohùn ti Ọlọ́run mọ̀."
"Tabbas, addinai daban-daban suna da'awar banbanci, kuma mai ba da labari ba zai iya sasanta rikice-rikice kai tsaye ba.","Ní òtítọ́, oríṣiríṣi ẹsìn ńmú gbígba ìbámu ẹkúnrẹrẹ ṣẹ, àti alátìlẹhìn náà kò lè ṣe ìbálàjà tí ó ní ìrònú sí àíbáramu gédéngbé."
Me ma'aurata za su yi don tabbatar da cewa aurensu ya dore?,Kínni nǹkan tí tọkọtaya lè ṣe láti ríi dájú wípé ìgbéyàwo wọn yóò pẹ́?
Abinda suka kasa fahimta shine Masihu guda ɗaya kuma zai cika duka matsayin.,"Ohun tí wọ́n kùnà láti mọ̀ ni wípé Mesiah kan náà ni ó wà, tí Òun yóò sì mú ipa méjèèjì ṣẹ."
Waɗannan halittu an ambace kusan sau talatin cikin Tsohon Alƙawari kuma suna samuwa duk kan ƙasa da kuma cikin ruwa.,A daruko eranko yi ninu Majemu Lailai ni ogbon igba ti a le ri ni ori ile ati omi.
"Abinda kawai ya rage shine Apocrypha, tare da wasu muhawara da tattaunawa ci gaba a yau.","Ohun kan soso tó kù ni Apocrypha, pẹ̀lú àwọn ìtàkùrọ̀sọ àti ìjíròrò tó ńtẹ̀síwájú lóòní."
"Gardama mafi ƙarfi don tsarewa ta har abada shine Romawa 8:38-39, “Domin na tabbata, ko mutuwa ce, ko rai, ko mala’iku, ko manyan mala’iku, ko al’amuran yanzu, ko al’amura masu zuwa, ko masu iko, ko tsawo, ko zurfi, kai ko kowace irin halitta ma, ba zasu iya raba mu da ƙaunar da Allah ke yi mana ta wurin Almasihu Yesu Ubangijinmu ba.” Tsarewarmu ta har abada ta zauna ne kan ƙaunar Allah ga waɗanda Shi ya fanshe su.","Tabi oke, tabi ogbun, tabi eda miran kan ni yio le ya wa kuro ninu ife Olorun, ti o wa ninu Kristi Jesu Oluwa wa.” Igbala ayeraye wa fun wa gege bi ife Olorun fun awon ti o ti ni ndande."
"1 Timothawus 4:8 ya sanar damu, ""Horon jiki yana da ɗan amfaninsa, amma bin Allah yana da amfani ta kowace hanya, da yake shi ne da alkawarin rai na a yanzu da na nan gaba.""","Ìwé Timoteu Kínní 4:8 fi yé wa wípé ""Nítorí ṣíṣe eré ìdárayá ní èrè díẹ̀, ṣùgbọ́n ìwà-bí-Ọlọ́run ní èrè fún ohun gbogbo, ó ní ìlérí ti ayé ìsisìyí àti ti èyí tí ńbọ̀"" Ṣe àkíyésìí wípé ẹsẹ̀ yí kò tako ṣíṣe eré ìdárayá."
"Wannan shari'ar musamman ta saɓo, ana kiranta ""saɓo wa Ruhu Mai Tsarki"" a cikin Matiyu 12:31.","Irú ọ̀rọ̀-òdì ní pàtó báyìí, ni a ǹpé ní, ""ọ̀rọ̀-òdì tako Ẹ̀mí Mímọ́"" nínú Matteu 12:31."
"Ƙauna tana sa daurewa a cikin kowane hali, da bangaskiya a cikin kowane hali, haka kuma sa zuciya a cikin kowane hali, da jimiri a cikin kowane hali” (1 Korintiyawa 13:4-7).","Ìfẹ́ a máa mú sùúrù, a sì máa ṣeun."
Amsa,Idahun
"Duk da yake yawancin nassoshin da Littafi Mai Tsarki yayi game da sojoji kwatanci ne kawai, ayoyi da yawa sun shafi wannan tambayar kai tsaye.","Nígbà tí ọ̀pọ̀ atọ́ka Bíbélì jẹ́ àfiwé lásán, onírúurú ẹsẹ̀ ló sọ tàrà nípa ìbéèrè yìí."
Saboda haka mutane sun rasa hanzari” ( Romawa 1:20).,"Iro won la gbogbo aiye ja, ati oro won de opin aiye, ninu won li o gbe pago fun orun”(Orin Dafidi 19;1-4)."
Amsa,Idahun
"Wani lokacin nufin Allah ne ya warke, amma wani lokacin ba haka bane.",Ọlọ́run sì ńṣe ìyanu.
"Kuma kowane Kirista ya kamata ya zauna cikin tawali'u, a shirye yake yi biyayya kansa ga wasu (Afisawa 5:21).","Àti wípé olúkùlùkù Kristiẹni gbọ́dọ̀ gbé ní ìrẹ̀lẹ̀, ní ìgbaradì láti tẹríba sí àwọn ẹlòmíràn (Efesu 5:21)."
"Yesu ya taɓa tambaya wanda ya fi sauƙi a ce, ""An gafarta muku zunubanku,"" ko ""Tashi, ku ɗauki gadonku ku yi tafiya.""","Jésù ti bèèrè èyítí ó rọrùn láti wí, ""A dárí àwọn ẹ̀sẹ̀ rẹ jìn,"" tàbí ""Dìde, gbé àketè rẹ kí o sì ma rìn."""
"Ba duka Nassi bane dole ya shafe mu a yau ba, amma duk Nassosi suna ƙunshe da gaskiyar da zamu iya, kuma yakamata, ta shafi rayuwar mu a yau.","Kìí ṣé gbogbo Ìwé Mímọ́ ló bá wa mú lóòní tààrà, ṣùgbọ̀n gbogbo Ìwé Mímọ́ kún fún òtítọ̀ tí a le, àti gbọ́dọ̀, múlò sí ayé wa lóòní."
"Domin ba wani annabcin da ya taɓa samuwa ta nufin mutum, sai dai mutane ne Ruhu Mai Tsarki yake izawa, Allah yana magana ta bakinsu.”","Nítorí àsọtẹ́lẹ̀ kan kò ti ipa ìfẹ́ ènìyàn wá rí: ṣùgbọ́n àwọn ènìyàn ńsọ̀rọ̀ láti ọ̀dọ̀ Ọlọ́run bí a ti ńdarí wọn láti ọwọ́ Ẹ̀mí mímọ́ wá."""
Fuskokin rayuwa marasa ɗabi'a da marasa motsi akan sauran duniyoyi fa?,Báwo ni ti àwọn ìṣẹ̀dá tí kò dára àti tí kò jípépé ní àwọn pílánẹ́tìì míìrán?
"Kodayake azumi a cikin Littafi kusan kowane lokaci azumi ne daga abinci, akwai wasu hanyoyin yin azumi.","Bí o tilẹ̀ jẹ́ wípé ààwẹ̀ gbígbá nínú Ìwé Mímọ́ ní ọ̀pọ̀lọpọ̀ ìgbà jẹ́ ààwẹ̀ gbígbà oúnjẹ, àwọn ọ̀nà míìrán wà láti gba ààwẹ̀."
"Don haka, babu wata dalili da zai sa ba za a iya sami dabbobiia sabuwar duniya ba (Wahayin Yahaya 21:1).","Nitorina, ko si bi o ti le je wipe ki a ma ni eranko ni ile aye titun (Ifihan 21:1)."
Babu abin da ka taɓa yi da yafi muni don Yesu ya gafarta.,Ko si ohun ti o ti se ti o soro fun Oluwa tali dariji.
"Koyaya, sanya yara a cikin dangin da aƙalla zasu sami horo zai fi kyau fiye da rasa yaran ga ""kulawar"" gwamnati.","Ṣùgbn, pípa àwọn ọmọ mọ́ nínú àwọn ìdílé tí wọ́n ti lè rí ìbáwí díẹ̀ gbà dára ju kí á sọ wọ́n nù sí ""ìtọ́jú"" Ìjọba lọ."
